mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_n_estimators,param_min_child_weight,param_max_depth,param_learning_rate,param_gamma,param_colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
10.220842440923056,0.3779924947647273,0.8968600432078043,0.013936736637645004,0.6,100,3,10,0.3,0.0,1.0,"{'subsample': 0.6, 'n_estimators': 100, 'min_child_weight': 3, 'max_depth': 10, 'learning_rate': 0.3, 'gamma': 0, 'colsample_bytree': 1.0}",0.9518306213017751,0.9994452662721893,0.998566871619435,0.9832809197311332,0.022241610369803985,33
25.081273396809895,0.3102972711592727,2.7310826778411865,0.10889644361986801,1.0,200,3,15,0.05,0.0,0.6,"{'subsample': 1.0, 'n_estimators': 200, 'min_child_weight': 3, 'max_depth': 15, 'learning_rate': 0.05, 'gamma': 0, 'colsample_bytree': 0.6}",0.9504437869822485,0.9985207100591716,0.9952845453284638,0.9814163474566279,0.02194072039679325,40
11.329815149307251,0.714029467666134,0.9167110125223795,0.018253428871288998,1.0,200,7,15,0.5,0.5,0.6,"{'subsample': 1.0, 'n_estimators': 200, 'min_child_weight': 7, 'max_depth': 15, 'learning_rate': 0.5, 'gamma': 0.5, 'colsample_bytree': 0.6}",0.9439256656804734,0.9988443047337278,0.9974573528731913,0.9800757744291309,0.02556825741384133,45
8.726128180821737,0.04691157348370371,0.5996943314870199,0.0420765101234723,1.0,200,5,15,0.5,1.0,1.0,"{'subsample': 1.0, 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 15, 'learning_rate': 0.5, 'gamma': 1.0, 'colsample_bytree': 1.0}",0.9361593934911243,0.9976423816568047,0.9961166843881466,0.9766394865120253,0.028630524343486858,49
31.463934183120728,2.3319525086894006,3.7082441647847495,0.38526382068772264,0.6,400,3,15,0.1,0.5,0.8,"{'subsample': 0.6, 'n_estimators': 400, 'min_child_weight': 3, 'max_depth': 15, 'learning_rate': 0.1, 'gamma': 0.5, 'colsample_bytree': 0.8}",0.9516457100591716,0.9997688609467456,0.999399010679118,0.9836045272283451,0.02259880075645027,31
17.318102836608887,0.14760670864474507,1.526297887166341,0.07233181715146451,0.8,200,1,10,0.01,0.5,0.8,"{'subsample': 0.8, 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 10, 'learning_rate': 0.01, 'gamma': 0.5, 'colsample_bytree': 0.8}",0.9878883136094675,0.9998150887573964,0.9981045721418335,0.9952693248362325,0.005265672595231126,10
33.805944522221886,0.9398178383161866,4.4377303918202715,0.22997515758608592,0.8,400,3,15,0.05,1.0,0.6,"{'subsample': 0.8, 'n_estimators': 400, 'min_child_weight': 3, 'max_depth': 15, 'learning_rate': 0.05, 'gamma': 1.0, 'colsample_bytree': 0.6}",0.9530787721893491,0.9998613165680473,0.997965882298553,0.9836353236853165,0.021620596619300655,30
8.628146092096964,0.0884038003935147,0.30887643496195477,0.0025506647042282944,1.0,200,7,3,0.05,0.1,1.0,"{'subsample': 1.0, 'n_estimators': 200, 'min_child_weight': 7, 'max_depth': 3, 'learning_rate': 0.05, 'gamma': 0.1, 'colsample_bytree': 1.0}",0.9982895710059172,0.9999537721893491,0.9952845453284638,0.9978426295079101,0.0019322245205261814,9
9.003752787907919,0.14921698039460812,0.6926671663920084,0.025852141582006445,0.8,100,7,10,0.05,0.5,0.6,"{'subsample': 0.8, 'n_estimators': 100, 'min_child_weight': 7, 'max_depth': 10, 'learning_rate': 0.05, 'gamma': 0.5, 'colsample_bytree': 0.6}",0.9843287721893491,0.9999075443786982,0.9964402940224678,0.9935588701968384,0.0066783974214920765,15
13.012977679570517,0.7062330827120634,0.6063485145568848,0.15885664745987127,1.0,300,3,3,0.001,0.0,1.0,"{'subsample': 1.0, 'n_estimators': 300, 'min_child_weight': 3, 'max_depth': 3, 'learning_rate': 0.001, 'gamma': 0, 'colsample_bytree': 1.0}",1.0,1.0,1.0,1.0,0.0,1
42.87976090113322,1.1162385802999943,4.622018019358317,0.10923329965475442,1.0,300,3,15,0.01,0.5,0.8,"{'subsample': 1.0, 'n_estimators': 300, 'min_child_weight': 3, 'max_depth': 15, 'learning_rate': 0.01, 'gamma': 0.5, 'colsample_bytree': 0.8}",0.9640809911242604,0.9992603550295858,0.9932504276270168,0.9855305912602876,0.015364327002131332,26
13.116203784942627,0.37666024481850885,0.8702248732248942,0.017520766492858626,0.6,200,1,7,0.5,0.0,1.0,"{'subsample': 0.6, 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 7, 'learning_rate': 0.5, 'gamma': 0, 'colsample_bytree': 1.0}",0.9471616124260355,0.9981046597633136,0.9988442513059961,0.9813701744984483,0.024190990584776223,41
32.591738065083824,0.5940096544509642,3.22161865234375,0.14117041774310854,0.6,500,5,10,0.1,0.0,0.8,"{'subsample': 0.6, 'n_estimators': 500, 'min_child_weight': 5, 'max_depth': 10, 'learning_rate': 0.1, 'gamma': 0, 'colsample_bytree': 0.8}",0.9525702662721893,0.9997226331360947,0.9998150802089594,0.9840359932057477,0.02224966089941253,28
13.558159589767456,0.19444946061635202,1.2828823725382488,0.059922534435117886,1.0,200,1,10,0.5,0.0,0.6,"{'subsample': 1.0, 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 10, 'learning_rate': 0.5, 'gamma': 0, 'colsample_bytree': 0.6}",0.9431397928994083,0.9977348372781065,0.9973186630299108,0.9793977644024752,0.025638820479748078,46
12.167635520299276,0.1325785392115152,0.7616070111592611,0.05201976088935805,0.8,200,7,7,0.05,0.0,0.6,"{'subsample': 0.8, 'n_estimators': 200, 'min_child_weight': 7, 'max_depth': 7, 'learning_rate': 0.05, 'gamma': 0, 'colsample_bytree': 0.6}",0.9829881656804734,0.9998613165680473,0.9990291710970367,0.9939595511151857,0.007765375727720043,14
